target_word,sentence_1_id,sentence_1,sentence_2_id,sentence_2,era_group,[Bewertung]
rechtsstreit,5408330,"Darin stimmen alle Berichte überein , dass die ganze Justiz vom Schergen und Kerkermeister bis zum Grossrichter käuflich ist , dass trotz dem Gesetz , nach welchem jeder Rechtsstreit binnen drei Tagen entschieden sein muss , die Prozesse in die Länge gezogen werden , bis beide Parteien kein Geld zur Bestechung mehr haben , dass schwere zu lebenslänglicher Kerkerhaft und Zwangsarbeit verurtheilte Verbrecher oft nach kurzer Zeit gegen Bezahlung der Schliesser entlassen werden , während minder gravirte endlos schmachten .",2018773,"Das Verfahren richtet ſich nach den Vorſchriften , welche zur Anwendung kommen würden , wenn der Rechtsſtreit vor einem Amtsgerichte anhängig wäre ; daſſelbe iſt fortzuſetzen , bis der Rechtsſtreit ſelbſt oder ein Zwiſchenſtreit zur Erlaſſung eines Urtheils oder eines Beweisbeſchluſſes reif erſcheint .",Late-Late,4
eisenwerk,2597941,"Unter seiner Verwaltung wurden viele neue Eisenwerke angelegt ; ebenso fällt die Einführung der Holzblasebälge am Harz , welche als der wichtigste , aber auch als fast der einzige technische Fortschritt der Eisenindustrie im 17. Jahrhundert bezeichnet werden muſs , in seine Zeit .",2474195,"Dadurch fingen die Eisenwerke an , von den natürlichen Wassergefällen unabhängig zu werden .",Late-Late,3
gesichtszug,4700332,"Dann vor einem jungen Manne mit klugen , offenen Geſichtszügen :",4700876,"„ Meine Tochter Raphaela “ , ſagte der Freiherr , indem er mit ſeiner vertrockneten Hand koſend über das Haar der Eingetretenen ſtrich , das jetzt in ſeiner reichen , blendenden Fülle fremdartig von den ernſten , faſt ſchroffen Geſichtszügen abſtach .",Late-Late,4
sonnenuhr,646320,"Es ſoll aber ein Uhrmacher ( naͤchſt der Wiſſenſchaft die Metalle zu tractiren , und ſeinen in Verfertigung ſeiner Kunſtwerke erforderten Handgriffe , vornehmlich in kuͤnſtlichem Drehen , und accuraten Abtheilen und Einſchneiden der Raͤder ) auch die Zeichenkunſt , ingleichen die Aſtronomie , ferner die Gewicht- und Rechenkunſt , das Graviren oder Stechen , die | Gnomonik oder die Kunſt Sonnenuhren zu machen ꝛc. verſtehen .",2926089,"Jhr gemeinſchaftliches Jnſigne war eine Sonnenuhr an einer Saͤule ; Die Endten ſchwimmen , wie bey den andern , im Waſſer .",Early-Early,2
wortspiel,314115,"Lange zweideutige Dialoge in den Volksſcenen , die von Witz und Gedankenfülle ſprudelten , mußten zurückbleiben Die Spitzen der Wortſpiele mußten abgeſtumpft werden , oder durch aushelfende dumme Redensarten , die ich hinzuſetzte , krumm gebogen .",2405621,"Obwol von saturnischem Temperament und oft grüblerischem Brüten verfallend , war er mit Personen seines Vertrauens aufgeräumt , expansiv , voll scherzhaft sarkastischer Wortspiele .",Late-Late,4
gesichtszug,5402857,Daß alſo die gantze heilige Dreyeinigkeit in eines jeglichen Bruders und Schweſters Bilde und Geſichtszuͤgen ( Gedeante ) ſich ſpiegle - -,728481,"Im Grunde ist es also eine äusserst rohe Art von Abbildung , die wir beim Zählen vornehmen ( die Abbildung der Einheiten oder Individuen der Menge blos nach ihrer „ Häufigkeit “ oder „ Anzahl “ ) — eine Abbildung , die hinsichtlich ihres Gehaltes bei weitem nicht heranreicht an diejenige , welche der Stift des Zeichners , die Kamera des Photographen , der Pinsel des Malers hervorzubringen vermöchte , von dem Meissel des Bildhauers zu geschweigen , durch welche ja nicht blos die Anzahl , sondern vielleicht die ganze äussere Erscheinung , ja allerhand charakteristische Eigentümlichkeiten der Haltung und der geistige Ausdruck der Gesichtszüge der abgebildeten Persönlichkeiten zur Darstellung kämen .",Cross-Era,3
rehbock,4407874,"Jſt eine Weidmaͤnniſche Redens-Art , da ſie von dem Rehbock ſagen :",5211155,"Der Jäger , welcher an zwei verſchiedenen , neben einander im Dickicht gelegenen , Stellen Geräuſch hört und weiß , das eine rühre von einem Rehbock , das andere von einem Treiber her , aber nicht welches , und nun nach der Stelle des einen Geräuſches , oder auch in der Richtung der beiden Geräuſche , ſchießt , ſo daß er gerade ſo gut den Treiber wie das Thier treffen kann , hat unerachtet dieſer gleichen Wahrſcheinlichkeit , wenn er den Treiber trifft , nur für culpa einzuſtehen .",Cross-Era,2
uhrwerk,5882757,"Jn der ſiebenden Kammer trifft man an Bilder aus Stein , Metall und andern Materien , auch gedrechſelte und bewegliche Kunſt-Sachen und Uhrwercke ; die Bilder ſind ſowol von Metall als aus Stein von den Haͤnden vornehmer und beruͤhmter Bildhauer , nemlich Michaëlis Angeli Bonaroti , Joann .",4483256,"— Wenn die Kugel am Ziele anlangte , so wiederholte sich dasselbe Spiel mit einem zweiten Elektromagneten , wodurch der Zeiger wieder vom Uhrwerk getrennt und festgestellt wurde .",Cross-Era,4
zeughaus,2598490,1620 wurden ins Zeughaus geliefert :,2593769,"Der Stein Senseneisen sollte mit 8 gr. 6 Pf. , geviertes Eisen mit 8 gr. , alles für den Hof und das Zeughaus gelieferte um 1 gr. geringer bezahlt , von den Hammermeistern aber ein Teil geviertes und zwei Teile Senseneisen wöchentlich in die Kammer geliefert , jede Gattung bei zwei Gulden Strafe besonders gewogen und Niemanden davon ohne besonderen Befehl abgegeben werden .",Late-Late,4
sonnenuhr,2926089,"Jhr gemeinſchaftliches Jnſigne war eine Sonnenuhr an einer Saͤule ; Die Endten ſchwimmen , wie bey den andern , im Waſſer .",646320,"Es ſoll aber ein Uhrmacher ( naͤchſt der Wiſſenſchaft die Metalle zu tractiren , und ſeinen in Verfertigung ſeiner Kunſtwerke erforderten Handgriffe , vornehmlich in kuͤnſtlichem Drehen , und accuraten Abtheilen und Einſchneiden der Raͤder ) auch die Zeichenkunſt , ingleichen die Aſtronomie , ferner die Gewicht- und Rechenkunſt , das Graviren oder Stechen , die | Gnomonik oder die Kunſt Sonnenuhren zu machen ꝛc. verſtehen .",Early-Early,2
wortspiel,2518138,Kunſt-woͤrter . 69 . 156 . neue zu machen iſt erlaubt 149 . was dabey zu mercken 156 . 172 . 175 . 179 . 184 . 204 . ihre iunctur 210 . ꝛc. Wortſpiele 40 . 43 . 317 . 323 .,1110057,Er ſagte mit boshaftem Wortſpiele : dieſer Nichtswürdige wolle der Napoleon der Julirevolution werden und ſie wie ein Tertianfieber wiederkehren laſſen ( il veut la faire tourner en Thiers ) .,Cross-Era,2
heerführer,663891,"Den Zaum habt ihr euch bereits anlegen laſſen , indem ihr den Phalaris zu eurem Heerführer mit unumſchränkter Gewalt , ernannt .",3928785,"Daß namlich um das Jahr der Welt 3912 . die alten Helvetier unter ihrem Heerfuͤhrer Ogetorix ſich verbunden / ihre wilde Lande zuverlaſſen / und das fruchtbare Jtalien einzunemmen / deßwegen vor ihrer Abreiſe in die 12. Staͤtt / und 400 Flecken und Doͤrffer / mit allem Korn- und anderem Vorꝛaht verbrent ; ut Domum reditionis ſpe ſublata , paratiores ad omnia pericula ſubeunda eſſent .",Early-Early,4
mauerwerk,3169461,"In ſcheunen von mauerwerke muͤſſen die loͤcher , wie bei den pulvertuͤrmen gefertiget werden , um die anlegung des feuers zu verhuͤten .",2906298,"Auf hohen Thuͤrmen ſolte man zu Ende des Mauerwercks ein Eſtrich , in der Forme eines Gewoͤlbes , machen und ſchlagen laſſen , und alsdenn das gehoͤrige Dach druͤber ſetzen , welches auch bey andern vornehmen Gebaͤuden in acht zu nehmen , damit das brennende Holtz auswendig abfallen koͤnte , und alſo das unterſte Mauerwerck durch die allzugroſſe Hitze inwendig nicht zerſpruͤnge , noch muͤrbe machte , auch die Gluth nicht weiter hinunter greiffen , noch inwendig die Treppen und Boͤden verderben koͤnte , abſonderlich , wo nichts gewoͤlbet iſt .",Early-Early,2
salzwasser,5076909,Siede den Lachs in Saltz-Waſſer / mache eine Bruͤh mit geriebenem Lebkuchen / Malvaſier / Triſaneth / Pfeffer und Cardomoͤmlein / laſſe ſie ſieden / gieſſe darauf das Saltz-Waſſer von dem Lachs herab / hingegen dieſe daran / und ſiede es noch ein wenig untereinander .,2239948,"Es weꝛden die in Saltzwaſſer geſottene Aſchen in eine Schuͤſſel geleget , geriebene Sem̃el , Muſcaten- Bluͤten , und klein gehackte gruͤne Peterſillie druͤber geſtreuet , ein gut Theil ausgewaſcheneꝛ Butter dꝛauf geleget , Peterſillien-Waſſer nach Nothdurfft darzu gegoſſen , und ſolche in eben dieſer Schuͤſſel , welche mit einer andern Schuͤſſel zu gedecket iſt , auf ein Kohl-Feuer geſetzet , darinnen ſie nicht nur kochen muͤſſen , ſondern auch unterſchiedliche mahl mit der Schuͤſſel umzuruͤtteln ſind , damit alles durch einander ſich vermiſchen , auch die Bruͤhe fein dicke werde , uñ einen guten Geſchmack bekommen moͤge .",Early-Early,4
hausstand,1093223,"Polygam oder polyandrisch werden bekanntlich die Ehen genannt , je nachdem der Mann seinen Hausstand mit mehreren Frauen theilt oder die Frau mehreren Männern gleichzeitig angehört .",5828552,"„ Die alte patriarchaliſche Sitte “ — ſagt er — „ die Gewerbsgehülfen als zum Hausſtande des Meiſters gehörig zu betrachten , herrſcht faſt nirgendwo mehr , vielmehr wird der Lohn nur in baarem Gelde gegeben .",Late-Late,4
trauerspiel,3516262,"Dieſer muß nun zwar die gantze Tragoͤdie hindurch einerley bleiben : Allein in verſchiedenen Trauerſpielen muß ſich bald eine Straße der Stadt , ein koͤniglich Zimmer , ein Feldlager , ein Wald , ein Dorf , ein Garten , u. ſ. w. vorſtellen .",5716628,"denn ich bin willens , es allezeit bey mir zu behalten , um mich dadurch vor deiner anſteckenden Geſellſchaft zu verwahren , welche ſonſt vielleicht nach Verlauf einiger Zeit im Stande ſeyn moͤchte , den Eindruck zu ſchwaͤchen , den ich von dieſem fuͤrchterlichen Trauerſpiel allezeit in mir zu erhalten verlange .",Early-Early,4
gesichtszug,4600367,Er ging zum Spiegel und fing an ſeine Geſichtszuͤge auszuwickeln und aufzuklaͤren .,2173565,"Jn ihrem Blick hatte ſie etwas Groſſes , das die Seele verrieth , welche jeden Geſichtszug belebte .",Early-Early,4
bildhauer,5502894,"Ob Hr. Tr-ll-r in ſeiner Unterſuchung von Fabeln Bl. 568. Urſache gehabt , die Eſopiſche Fabel von dem Fuchſe in des Bildhauers Werckſtatt , als unwahrſcheinlich zu verwerffen ?",771684,"Bey dem Bildhauer bedeutet dieſes Wort die koſtbaren Einfaſſungen oder Raͤhme der Spiegel , Schildereyen u. d. gl.",Early-Early,4
brunnenwasser,5523380,"Während nun das Bier außerhalb der Wellbleche den Weg von c nach b macht , geht in dem Innenraum zwiſchen den Blechen eine kalte Flüſſigkeit von unten nach oben , und zwar Brunnenwaſſer , welches bei f ein- und bei g austritt , den oberen Innenraum in der Richtung der Pfeile durchſtrömend , während Eiswaſſer für den unteren Innenraum bei h ein- und bei i austritt .",5404153,"Das Brunnenwasser des salpeterhaltigen Bodens kann Niemand trinken ; so ist denn Tien - tsin auf den Lehmbrei des Pei-ho und des Canales angewiesen , welche allen Unrath der Stadt aufnehmen ; auch faulende Thierleichen und anderes Unsägliche schwimmen darin herum .",Late-Late,4
eifersucht,2468979,Die Eifersucht der Gewerke lieſs keinen neuen aufkommen .,170239,"So muſs also in der Periode zwischen dem Absterben des ionischen Epos und dem Aufblühen des attischen Drama’s ein gewaltiger Umschwung in der Sagengestaltung erfolgt sein , zu dem sich ein Ansatz allerdings bereits in der späteren Partie der Nekyia findet , ein Umschwung , durch den die von Natur gutartige , aber schwache und den Verführungskünsten des Aigisthos nicht gewachsene Frau , die bei Homer Klytaimnestra ist , umgewandelt wird in das leidenschaftliche von Lieb und Haſs und Eifersucht bis in’s Innerste bewegte , listige und thatkräftige Weib , als welches uns Klytaimnestra bei Aischylos entgegentritt .",Late-Late,4
feuerwerk,2202654,"An denſelben ſiehet man Ebenfalls ſehr ordentlich eine Menge Floͤſſer liegen , Die uns auch des Tages zwar , doch noch mehr des Nachts vergnuͤgen , Wann die vielen kleinen Feuer , zur Bereitung ihrer Speiſen , Uns , in einem klaren Duncklen , viele Feuer-Wercke weiſen , Die man , wegen ihrer Menge , ſonder Luſt nicht ſehen kann .",6068168,"Mir traͤumet , daß Mesſeigneurs ein kleines Feuer-Werck ſpielen wollen , worzu ich gratulire , und ſo offt ich einen Mortier abfeuren hoͤre , 12. Canonen auf unſern Schiffen werde loͤſen laſſen , weil wir mit dem Barbariſchen Pulver , wie ich faſt nicht gemeint , noch einen wichtigen Vorrath von Pulver haben .",Early-Early,2
sonnenschein,3861717,"Man konnte ſich einbilden , mit den biederen Menſchen dieſelbe Luft eingeathmet , jahrelang mit ihnen verkehrt zu haben , — ja , den Sonnenſchein zu fühlen , der die reizende Gegend beleuchtete .",314381,"Die Bienen ſitzen ſo träge an den Blumen , und der Sonnenſchein liegt ſo faul auf dem Boden .",Late-Late,4
triebwerk,5507138,"Das betreffende Triebwerk hat also während des Einrückens eine grössere Triebkraft zu übertragen als später , indem der Unterschied für die Beschleunigung verbraucht wird .",3294703,"In dieser ganz specifischen Form des Werths gilt die Arbeit einerseits nur als gesellschaftliche Arbeit ; andrerseits ist die Vertheilung dieser gesellschaftlichen Arbeit und die wechselseitige Ergänzung , der Stoffwechsel ihrer Produkte , die Unterordnung unter , und Einschiebung in , das gesellschaftliche Triebwerk , dem zufälligen , sich wechselseitig aufhebenden Treiben der einzelnen kapitalistischen Producenten überlassen .",Late-Late,4
brunnenwasser,5073941,Zu einer Maas Mandel-Milch / nimm anderthalben Viering ſuͤſſe friſche Mandeln / legs in ein heiſſes Waſſer / ziehe ihnen die Haut ab / wirffs in ein friſches Brunnenwaſſer / laſſe ſie eine Weile liegen / waſche ſie ſchoͤn aus / und ſtoß in einem ſteinern Moͤrſner mit einen hoͤltzern Stoͤſſel auf das kleinſte .,2764222,"Zunächſt iſt zu unterſcheiden zwiſchen dem Waſſer , welches uns die Erde bietet ( Flußwaſſer , Quellwaſſer , Brunnenwaſſer ) , und dem , welches aus der Luft kommt ( Regenwaſſer ) .",Cross-Era,4
kartenspiel,4828554,"Durch das Geſetz vom 3. Juli 1878 ( R.G. Bl. S. 133 ) wurden Spielkarten vom 1. Januar 1879 an unter Aufhebung aller Landesſtempelabgaben einer zur Reichskaſſe fließenden Stempelabgabe unterworfen , welche 0,30 Mark für jedes Kartenſpiel von 36 oder weniger Blättern , 0,50 Mark für jedes andere Spiel beträgt .",2057563,"Nur zu bereitwillig ergriffen wir die Gelegenheit , das Klaviergeklimper , Kartenspiel und die schrecklichen deklamatorischen Vorträge des Kajütensalons mit einer behaglichen Familienstube zu vertauschen und folgten der Einladung des Gastfreundes .",Late-Late,4
feldzug,4425105,"Reichs Ertz-Marſchall , ſein Erb- Marſchall aber der Graf von Pappenheim , auch iſt er dieſer wegen ein Patron und Richter der Hof- und Feld-Trompeter , ingleichen iſt er befugt , bey Feldzuͤgen , wenn der Kayſer ſelbſt zu Felde liegt , des Reichs Haupt- und Renn-Fahne zu fuͤhren .",1478337,"Erst der Sieg des Suetonius über die Königin Boadicea und ihr gewaltiges Heer begründete die römische Herrschaft über Britannien , die dann durch die sieben Feldzüge Agrikolas bis zum Jahre 84 befestigt wurde .",Cross-Era,4
stückwerk,5834484,"Jede Darſtellung unſerer Geſchichte bleibt Stückwerk , wenn ſie dies über die weite Welt verzweigte Wirken deutſchen Geiſtes und deutſcher Waffen nicht würdigt .",1210625,"An manchem zu seiner Zeit durch die ganze Welt verbreiteten Aberglauben , welcher später zu einem christlichen Dogma umgestaltet ward , geht er lächelnd vorüber , wie er z. B. von den Engeln meint , man habe » nie keins gesehen « ( Col. II , 18 ) und solle sich nicht durch solche Vorstellungen » das Ziel verrücken lassen « ; er gesteht auch freimütig : » unser Wissen ist Stückwerk ; wir sehen jetzt wie in einem Spiegelbild nur Rätselhaftes « ( I. Cor. XIII , 9 , 12 ) , und darum kann es ihm auch gar nicht einfallen , seinen lebendigen Glauben in dogmatisches Stückwerk einzuschrauben : kurz , Paulus war noch ein freier Mann gewesen .",Late-Late,2
zeughaus,2585962,"Wie reich das Nürnberger Zeughaus ausgerüstet war , haben wir bereits oben gesehen .",2585943,"1502 lieſs der Rat von Augsburg ein neues schönes Gieſshaus und ein Zeughaus , „ welches gemeiniglich der Kazenstadel genannt wurde “ , an dem Judenkirchhofe erbauen und gleich damals goſs der Stückgieſser Niclas Oberacker aus Konstanz 35 metallene Stücke und einen Mörser , welche alle in das Zeughaus gestellt wurden .",Late-Late,2
kreuzzug,5465350,"GOTT wieß aber dieſen Leuten durch den ungluͤcklichen Ausgang , daß es ſein Werk nicht ſey ; denn in dieſem , wie auch in den uͤbrigen Kreuzzuͤgen ging es ſo jaͤmmerlich ab , daß nach und nach wol ſechs tauſend mal tauſend Menſchen aufgeopfert wurden , und die Barbaren an denen Chriſten nur deſto bitterere Feindſeligkeiten veruͤbten .",8937,"Diese Art steht im Einklange mit der Art , die Mannsharnische von einem langen , ärmellosen Kleide , dem „ Waffenhemd “ , bedeckt zu tragen , die in den Kreuzzügen ihr Entstehen fand .",Cross-Era,2
kinderspiel,1755931,"Er ſoll ſein eigener Künſtler geweſen ſein in einem Sinne , der alles andere Kunſtſchaffen wie ein Kinderſpiel in den Schatten zu ſtellen ſcheint .",2363709,"Er , der die Vernichtung des fränkiſchen Geſindels für ein Parademanöver , den Einzug in Paris für eine Promenade und die Herſtellung des ſouveränen Thrones für ein Kinderſpiel erklärt , er hatte jetzt tauſend Bedenken , welche das gefliſſentliche Zaudern in ſeinen Augen bemäntelten .",Late-Late,2
